顧客名簿,,,,,,
,,,,,,
得意先ｺｰﾄﾞ,得意先名称１,郵便番号,住所１,住所２,住所３,電話番号
3856,きものはなふさ,690-0015,島根県松江市,上乃木5-1-25,,0852-26-4847
3857,㈱みぞばた,598-0004,大阪府泉佐野市,市場南1丁目3-45,,072-493-7682
3858,㈲川口屋クリーニング,807-0803,福岡県北九州市八幡西区,千代ケ崎2-2-28,,093-691-0583
3859,㈱石川ミシン商会,970-8026,福島県いわき市,平二町目8,,0246-22-3122
3860,㈱ノバレーゼ フォーマルセンター*社変　4449,330-0841,埼玉県さいたま市大宮区,東町1-54,,048-657-6081
3861,クリーンスタイルアオキ,187-0045,東京都小平市,学園西町1-22-2,,042-341-5826
3862,㈲シマカゲ,507-0063,岐阜県多治見市,松坂町2-23-2,,0572-44-8888
3863,㈱テクノ武蔵野 嶋崎 崇,202-0004,東京都西東京市,下保谷4-16-9,ﾒｿﾞﾝ永池R号室,042-410-0254
3864,㈲杉野写真型製作所,601-8025,京都府京都市南区,東九条柳下町11,,075-691-7994
3865,㈱佐野,615-0052,京都府京都市右京区,西院清水町9,,075-314-0044
3866,シューバッグ 川﨑美智也,890-0053,鹿児島県鹿児島市,中央町20-8,一番街ｱｰｹｰﾄﾞ内,099-206-7880
3867,㈱FREEDOM,947-0028,新潟県小千谷市,城内2丁目10-31,城川ﾋﾞﾙ3F,0258-82-2244
3868,㈱東海互助会,441-8051,愛知県豊橋市,柱四番町14-1,,0532-47-1118
3869,㈲渡辺ミシン商会,970-8026,福島県いわき市,平字堤ノ内13-4,,0246-25-3401
3870,十字屋刺繍㈲,670-0882,兵庫県姫路市,広峰1-7-22,,079-281-0550
3871,㈱ところ,501-0619,岐阜県揖斐郡揖斐川町,三輪907,,0585-22-1044
3872,水崎 航二郎,822-0031,福岡県直方市,植木1059-6,,0949-22-3576
3873,上田 十三雄,949-8526,新潟県十日町市,新宮乙174-7,,025-758-2416
3874,板妻ランドリー,412-0048,静岡県御殿場市,板妻170,,0550-89-1543
3875,㈱アトリエセゾン,150-0001,東京都渋谷区,神宮前3-15-17,,03-3796-7005
3876,㈲岡山総合機材センター,700-0965,岡山県岡山市北区,西長瀬74-1,,086-244-8737
3877,㈱Ａｙｌｉｎａ,801-0841,福岡県北九州市門司区,西海岸1丁目3-3,関門海峡ﾐｭｰｼﾞｱﾑ5F,093-600-4117
3878,ウエディングパレス㈱美鳳,319-1552,茨城県北茨城市,中郷町足洗海岸375,,0293-42-0700
3879,㈱イーアドバンス,101-0047,東京都千代田区,内神田1-15-16,松本ﾋﾞﾙ3F,03-5577-6341
3880,㈱たけなか,673-0433,兵庫県三木市,福井3-3-15,,0794-83-6712
3881,㈱三機厨房,309-1736,茨城県笠間市,八雲2-10-5,,0296-77-8252
3882,㈱アサショウ 本社,830-0027,福岡県久留米市,長門石4-3-5,,0942-32-6762
3883,㈱アサショウ 北九州営業所,802-0802,福岡県北九州市小倉南区,城野4-5-53,,093-952-6373
3884,㈱アサショウ 長崎営業所,851-2105,長崎県西彼杵郡時津町,浦郷307-14,,095-882-1586
3885,㈱アサショウ 熊本営業所,861-8037,熊本県熊本市東区,長嶺西1-13-3,,096-383-4888
3886,㈱アサショウ 大分営業所,870-0108,大分県大分市,三佐1-12-3,,097-522-1077
3887,㈱アサショウ 日田営業所,877-1231,大分県日田市,財津町2935,,0973-24-9873
3888,㈱アサショウ 延岡営業所,882-0063,宮崎県延岡市,古川町554-2,,0982-33-2037
3889,㈱アサショウ 宮崎営業所,880-0043,宮崎県宮崎市,上北方186-3,,0985-61-3665
3890,㈱アサショウ 東京営業所,134-0083,東京都江戸川区,中葛西7-18-3,ｺｰｽﾀﾙﾄｸﾗ103,03-6663-9117
3891,㈱アサショウ 広島営業所,739-0321,広島県広島市安芸区,中野5丁目13-15,,082-892-9870
3892,石倉クリーニング,519-3204,三重県北牟婁郡紀北町,紀伊長島区東長島1823-1,,05974-7-3565
3893,㈲マルシゲ繊維,417-0061,静岡県富士市,伝法2576-1,,0545-52-7016
3894,㈲イマイ加工所,503-2402,岐阜県揖斐郡池田町,粕ケ原1326,,0585-45-3127
3895,エスポワール,655-0873,兵庫県神戸市垂水区,青山台3-2-14,,078-752-8278
3896,樋本 千恵,768-0103,香川県三豊市,山本町財田西857-5,,090-4970-9742
3897,はせがわクリーニング,606-8316,京都府京都市左京区,吉田二本松町30-3,,075-761-7935
3898,㈱イマイ,790-0047,愛媛県松山市,余戸南6-5-8,,089-971-5115
3899,ハラダ商事㈱,701-1145,岡山県岡山市北区,横井上1532-3,,086-294-4500
3900,㈲中山クリーニング,995-0021,山形県村山市,楯岡楯1-7,,023-753-2313
3901,㈱鈴屋 宇都宮店,321-0972,栃木県宇都宮市,下川俣町105-1,,028-683-3036
3902,㈱紺文,510-0822,三重県四日市市,芝田1-6-2,,059-340-8180
3903,㈱フォトオフィスオーツー,943-0171,新潟県上越市,藤野新田336-1-2,,025-520-8181
3904,千歳屋,157-0072,東京都世田谷区,祖師谷3-28-1,,03-3482-0039
3905,㈲フジヤ商会,562-0025,大阪府箕面市,粟生外院2-3-26,,072-728-3470
3906,多田　麗子,537-0012,大阪府大阪市東成区,大今里3-20-22,H20今里901,06-6981-1351
3907,馬場 元成,183-0045,東京都府中市,美好町3-9-2,ｸﾞﾚｲｽｳﾞｨﾗ401,090-5342-5874
3908,㈱ドリームカムトゥルー企画,222-0033,神奈川県横浜市港北区,新横浜3-23-8,,045-471-2210
3909,㈱大和商会,922-0033,石川県加賀市,大聖寺法華坊町15-7,,0761-73-2223
3910,㈱MJワークス,130-0026,東京都墨田区,両国4-8-10,MYSﾋﾞﾙ1階,03-6659-2882
3911,㈱バリューインフィニティ,279-0032,千葉県浦安市,千鳥12,ﾄﾗｲﾈｯﾄﾛｼﾞｽﾃｨｯｸｽ舞浜ｾﾝﾀｰ4F,047-316-5030
3912,本多メリヤス㈱,491-0934,愛知県一宮市,大和町苅安賀字山王128,,0586-44-2727
3913,ホワイト急便 浦和第二工場,338-0823,埼玉県さいたま市桜区,栄和1-9-30,,048-855-8988
3914,㈱北信工業,124-0025,東京都葛飾区,西新小岩1-3-4,ｼﾃｨﾊｲﾂ新小岩901,03-3696-0981
3915,㈲ティーズ コーポレーション,731-0123,広島県広島市安佐南区,古市2-16-1,,082-870-5051
3916,㈱浅祐 浅野弘勝,954-0053,新潟県見附市,本町1-3-38,,0258-62-0642
3917,エムシイー㈱,520-2342,滋賀県野洲市,野洲1444-3,,077-586-0669
3918,㈱カワクボ,194-0215,東京都町田市,小山ケ丘2-1-6,DLC内 3F,042-794-8021
3919,㈱コカジﾞ,562-0035,大阪府箕面市,船場東1-9-32,,072-726-5225
3920,東和通商㈱,110-8586,東京都台東区,台東1-11-3,,03-3833-7171
3921,産業資材販売㈱,613-0023,京都府久世郡久御山町,野村村東109-1,,075-631-5300
3922,Cubic Effect Management㈱,547-0001,大阪府大阪市平野区,加美北9-7-12,,06-6777-4501
3923,赤石 茂敏,063-0003,北海道札幌市西区,山の手三条2-4-18,圓ﾊｲﾂ203号,090-1527-5897
3924,㈲赤坂プレス,271-0051,千葉県松戸市,馬橋1923-20,,047-344-7728
3925,プリマヴェーラ新潟,950-0911,新潟県新潟市中央区,笹口3-25,ﾀﾞｲﾔﾓﾝﾄﾞﾊｲﾂ笹口1F,025-250-5212
3926,㈱ジャヴァコーポレーション,650-0046,兵庫県神戸市中央区,港島中町6-8-2,,078-302-6882
3927,㈱オール･セインツ ウエディング,963-8811,福島県郡山市,方八町2-2-11,,024-941-1015
3928,きもの和祥布,946-0011,新潟県魚沼市,小出島124-102,,025-792-5766
3929,㈱埼玉ユニフォーム,338-0832,埼玉県さいたま市桜区,西堀9-13-14,,048-851-5111
3930,㈱二条丸八 メンテナンス事業部,619-0223,京都府木津川市,相楽台3-1-5,,0774-73-1016
3931,"AN PHUOC CO.,LTD",103-0007,東京都中央区,日本橋浜町3-35-5,ｵﾌｨｽ30 502号,03-6661-6845
3932,平野商店,240-0116,神奈川県三浦郡葉山町,下山口1060-3,,090-1609-6742
3933,㈱ザ･トリート･ドレッシング,107-0062,東京都港区,南青山5-3-18,Blue Cinq Point C-1,03-5467-7155
3934,㈲COZY,558-0054,大阪府大阪市住吉区,帝塚山東3-11-9,,06-6672-6813
3935,㈱ファッションコラボ*禁,279-0032,千葉県浦安市,千鳥12,ﾄﾗｲﾈｯﾄﾛｼﾞｽﾃｨｯｸｽ舞浜ｾﾝﾀｰ4F,047-316-5030
3936,㈲牟田商会,816-0932,福岡県大野城市,瓦田4-8-1,,092-581-6957
3937,㈱エヴァーズ,870-0009,大分県大分市,王子町32,,097-536-5566
3939,ふじ屋呉服美整 深石 正,384-0801,長野県小諸市,甲1236-17,,0267-25-4781
3940,㈱大喜商会 経理課,544-0001,大阪府大阪市生野区,新今里3-18-19,,06-6751-1561
3941,テクニカルシステムナリテック,030-0145,青森県青森市,金浜字伊吹84,,017-729-8270
3942,伏見織物加工㈱,612-8244,京都府京都市伏見区,横大路千両松町136,,075-621-3192
3943,アイナックス稲本㈱,331-0812,埼玉県さいたま市北区,宮原町1-586,,048-661-1115
3944,㈱117 飾磨大和会館,672-8064,兵庫県姫路市,飾磨区細江2713,,079-234-5969
3945,双葉化学㈱,104-0044,東京都中央区,明石町11-6,加健築地ﾋﾞﾙ,03-3545-3531
3946,㈱ハドソン,481-0038,愛知県北名古屋市,徳重吉駅62-1,,0568-23-5703
3947,㈱元井機材商会,430-0942,静岡県浜松市中区,元浜町384,,053-471-1827
3948,上田機料㈱,920-0855,石川県金沢市,武蔵町5-10,,076-221-4195
3949,北陸精染㈱,919-0477,福井県坂井市,春江町田端2-34,,0776-51-1724
3950,江原産業㈱ 福島工場,969-4101,福島県喜多方市,山都町小舟寺字中條乙471,,0241-38-3311
3951,江原産業㈱ 本社,361-0073,埼玉県行田市,行田11-12,,048-554-1135
3952,㈱アメリ,460-0008,愛知県名古屋市中区,栄4-6-1,ﾍﾞｽﾄｳｴｽﾀﾝﾎﾃﾙ 3F,052-269-3188
3953,㈱ラビアンローゼ,460-0002,愛知県名古屋市中区,丸の内3-17-13,いちご丸の内ﾋﾞﾙ 2F,052-950-5015
3954,スタジオきもの館,757-0001,山口県山陽小野田市,大字厚狭449-11,,0836-73-1344
3955,㈲冨士教材,920-0043,石川県金沢市,長田2-23-20,,076-231-0834
3956,㈱山下,941-0057,新潟県糸魚川市,南寺町1-10-3,,025-552-6442
3957,ブライダルサロンみや美,395-0023,長野県飯田市,江戸浜町3656-1,,0265-23-1637
3958,チャコット㈱ 上田物流センター,386-1106,長野県上田市,小泉794-5,,0268-28-6311
3959,㈱ザ･トリート･ドレッシング,140-0002,東京都品川区,東品川1-2-5,ﾘﾊﾞｰｻｲﾄﾞ品川港南ﾋﾞﾙ2F,080-6263-4112
3960,㈱ザ･トリート･ドレッシング,530-0001,大阪府大阪市北区,梅田2-5-25,,06-6345-4800
3961,着物クリーニング㈱,662-0047,兵庫県西宮市,寿町5-26,,0798-42-7764
3962,アイ･ケイ･ケイ㈱ 佐世保,857-0855,長崎県佐世保市,新港町4-1,,0956-42-0056
3963,㈲ヤングドライ高岡 緑支店,458-0801,愛知県名古屋市緑区,鳴海町字杜若32-3,,052-891-3955
3964,㈱ヤングドライ滋賀 草津支店,525-0041,滋賀県草津市,青地町692-18,,077-569-5850
3965,㈱鈴屋 会津店,965-0833,福島県会津若松市,明和町7-3,,0242-29-3280
3966,カラードホワイト㈱,108-0071,東京都港区,白金台5-3-7,2F,03-5422-8701
3967,㈱ジャムコ,981-1251,宮城県名取市,愛島台7-101-36,,022-784-1570
3968,㈲タックユアーズ,020-0661,岩手県滝沢市,鵜飼白石52-7,,019-687-6233
3969,㈱ニッセイ広島,731-5100,広島県広島市佐伯区,湯来町大字伏容137-45,,0829-86-2162
3970,フェリーチェマツエダ,980-0011,宮城県仙台市青葉区,上杉5-3-36,第3勝山ﾋﾞﾙ,022-268-5331
3971,㈱旅館ランドリー,212-0057,神奈川県川崎市幸区,北加瀬3-21-10,,044-588-0481
3972,㈲ケーティーシー,739-1752,広島県広島市安佐北区,上深川町1300-1,,082-844-1631
3973,記祥織物㈱,954-0055,新潟県見附市,嶺崎1-9-17,,0258-62-3119
3974,万葉ドライクリーニング,933-0123,富山県高岡市,伏木矢田4-28,,0766-44-6454
3975,広洋化学工業㈱,737-0045,広島県呉市,本通6-1-21,,0823-21-5468
3976,レンタルブティックYOU,870-0013,大分県大分市,浜町東1-1,,097-538-5339
3977,㈱平安閣,491-0862,愛知県一宮市,緑4-1-2,,0586-23-2768
3978,㈱サンワプリント,340-0835,埼玉県八潮市,浮塚457,,048-997-3521
3979,株式会社ジョイフルまるやま,190-0015,東京都立川市,泉町935-1,2F衣裳室,042-540-1600
3980,㈱日紋,948-0056,新潟県十日町市,高田町六丁目,,025-757-4100
3981,ファイブシーズン中野衣裳室,383-0015,長野県中野市,吉田1055,ﾎﾃﾙ国際21THE FIVE SEASONS中野,0269-26-7855
3982,㈱シーエフ 設備メンテナンス部,151-0071,東京都渋谷区,本町3-14-3,松尾ビル2階,03-5354-7633
3983,沖縄ワタベウェディング㈱,903-0123,沖縄県中頭郡西原町,字津花波431,,098-946-5555
3984,㈱セリアコーポレーション,114-8539,東京都北区,東田端2-4-4,,03-3800-3911
3985,㈲アートマーケット,065-0026,北海道札幌市東区,北二十六条東3-2-1,さくらビル1F,011-741-4859
3986,㈱日本セレモニー,980-0803,宮城県仙台市青葉区,国分町3-1-11,定禅寺通りｽｸｴｱﾋﾞﾙ5F,022-722-7488
3987,ダイヤ工業㈱,701-0203,岡山県岡山市南区,古新田1125,,086-282-1245
3988,㈲ごとうクリーニング,486-0927,愛知県春日井市,柏井町3-35,,0568-84-1082
3989,㈱フォーシスアンドカンパニー*名古屋へ,460-0007,愛知県名古屋市中区,新栄1-5-8,広小路ｱｸｱﾌﾟﾚｲｽ11F,052-526-0050
3990,㈱博新堂,065-0020,北海道札幌市東区,北二十条東20-3-8,,011-783-5116
3991,フクシマガリレイ㈱,243-0004,神奈川県厚木市,水引1-14-3,,046-297-7577
3992,リレーションズ㈱,150-0001,東京都渋谷区,神宮前3-7-5,青山MSﾋﾞﾙ9F,03-6434-9752
3993,㈱アサヒ製作所 南関東営業所,244-0815,神奈川県横浜市戸塚区,下倉田町688,ｶｰｻ688 2F,045-443-8671
3994,㈱加賀商会,702-8026,岡山県岡山市南区,浦安本町65-14,,086-230-6275
3995,㈱ヤマサワプレス,121-0061,東京都足立区,花畑1-8-15,,03-5242-8377
3996,㈲有美,379-2311,群馬県みどり市,笠懸町阿左美768-5,,0277-77-0791
3997,㈱フォーシスアンドカンパニー,430-0929,静岡県浜松市中区,中央1-15-1,ｸﾞﾗﾝﾒｿﾞﾝ浜松2F,053-455-6600
3998,クリーニング ワコー,480-1325,愛知県長久手市,杁ケ根783,,0561-62-2293
3999,三京染織,830-0003,福岡県久留米市,東櫛原町2207-4,,0942-32-7534
4000,キモノギャラリーまるやま,454-0927,愛知県名古屋市中川区,打中1-246,,052-362-6822
4001,㈱ジイプリモ,502-0916,岐阜県岐阜市,西中島4-2-12,,058-210-0061
4002,角南被服㈲ 箕島工場,701-0206,岡山県岡山市南区,箕島225-3,,086-482-2828
4003,(協)フジタカ繊維,794-0026,愛媛県今治市,別宮町3-5-16,,0898-32-5100
4004,㈲ニーザム,348-0026,埼玉県羽生市,下羽生1002-5,,048-563-0671
4005,㈱互助センター友の会,170-0004,東京都豊島区,北大塚2-3-16,,
4006,㈱マツオカトレーディング,720-0805,広島県福山市,御門町1-3-24,,084-922-6886
4007,三ヶ根運輸㈲ 金平倉庫,443-0102,愛知県蒲郡市,金平町八合7-1,,0533-95-2210
4008,レンタル&フォトスタジオ カクタス,920-0921,石川県金沢市,材木町25-16,,076-254-0488
4009,トキワ,319-3552,茨城県久慈郡大子町,矢田1456,,0295-72-2810
4010,紺五クリーニング,511-0054,三重県桑名市,西鍋屋町21,,0594-22-2232
4011,イッツ川崎店,,神奈川県川崎市,,,
4012,ブライズビレッジ㈱,460-0003,愛知県名古屋市中区,錦1-18-24,,052-218-2515
4013,bsコンシェルジュ,850-0035,長崎県長崎市,元船町15-3,長洋ﾋﾞﾙ3.4階,095-895-8787
4014,㈱ワイケーエス･マツヤ,764-0034,香川県仲多度郡多度津町,山階300,,0877-32-2757
4015,ししゅう工房 SAITOH,376-0013,群馬県桐生市,広沢町5-1742-7,,0277-52-2441
4016,丸二物流㈱ 善根寺営業所,579-8001,大阪府東大阪市,善根寺町4-8-3,,072-985-3881
4017,㈲メゾン,113-0021,東京都文京区,本駒込2-27-14,,03-5319-4230
4018,㈱ジョイフ恵利,530-0002,大阪府大阪市北区,曽根崎新地1-4-10,銀泉桜橋ﾋﾞﾙ 8F,06-6343-7811
4019,㈱フォーシスアンドカンパニー,444-0037,愛知県岡崎市,祐金町125,ｼﾞﾌﾞﾗﾙﾀ生命岡崎ﾋﾞﾙ1F,0564-23-0030
4020,松岡㈱ 村山工場,995-0042,山形県村山市,杉島字前田175-1,,0237-55-2306
4021,タクミホールディングス㈱,985-0001,宮城県塩竈市,新浜町2-9-8,,022-363-2971
4022,(合)セラマジィ,107-0061,東京都港区,北青山3-6-16,表参道ｻﾝｹｲﾋﾞﾙ７階,03-6418-9927
4023,㈱名護パイン園グループ,905-0406,沖縄県国頭郡今帰仁村,古宇利538,,0980-56-1616
4024,㈱ドルマン 本社,538-0052,大阪府大阪市鶴見区,横堤5-13-28,,06-4257-2220
4025,㈲ワカマツクリーニング,264-0021,千葉県千葉市若葉区,若松町432-11,,043-231-6478
4026,㈱ウイングスインターナショナル,983-0043,宮城県仙台市宮城野区,萩野町4-1-40,,022-231-8621
4027,フジキュウ服装㈱,574-0015,大阪府大東市,野崎4-11-8,,072-879-1666
4028,㈱ヒラトヤブライダルファッション,020-0831,岩手県盛岡市,三本柳7-27-1,,019-637-3555
4029,㈱オータニ礼服,532-0033,大阪府大阪市淀川区,新高3-2-27,,06-6395-3036
4030,㈱フォーシスアンドカンパニー,460-0023,愛知県名古屋市中区,金山町1-1-1,ANAｸﾗｳﾝﾌﾟﾗｻﾞﾎﾃﾙｸﾞﾗﾝｺｰﾄ名古屋4F,052-678-6644
4031,㈱鈴屋 郡山店,963-0204,福島県郡山市,土瓜1-235,,024-962-1145
4032,JAさがえ 西村山大江支所,990-1101,山形県西村山郡大江町,左沢887-1,,023-762-3211
4033,清洋舎ドライ,910-0016,福井県福井市,大宮3-8-3,,0776-23-2219
4034,㈱あさだ,284-0003,千葉県四街道市,鹿渡933,ｻﾝﾛｰｽﾞ1F,043-420-8188
4035,(合)あさだ,975-0037,福島県南相馬市,原町区北原大塚179-3,,0244-22-6055
4036,㈲三和クリーニング,468-0066,愛知県名古屋市天白区,元八事2-105,,052-834-3366
4037,蒲田中央電業㈱,144-0052,東京都大田区,蒲田4-43-15,,03-3732-7761
4038,㈱小野写真館,224-0037,神奈川県横浜市都筑区,茅ヶ崎南4-1-32,,045-530-4145
4039,"AN PHUOC CO.,LTD 東京事務所",103-0007,東京都中央区,日本橋浜町3-35-5-502,,03-6661-9845
4040,あいてむ,501-0216,岐阜県瑞穂市,生津天王町1-20-1,,058-327-7983
